Customer_ID,risk_score,risk_category
7284-BUYEC,3,"Medium risk"
2041-JIJCI,3,"Medium risk"
2229-VWQJH,2,"Medium risk"
1336-EZFZY,3,"Medium risk"
0253-ZTEOB,0,"Low risk"
6137-MFAJN,2,"Medium risk"
9122-UMROB,3,"Medium risk"
4232-JGKIY,3,"Medium risk"
2402-TAIRZ,3,"Medium risk"
3913-RDSJZ,1,"Low risk"
4203-QGNZA,2,"Medium risk"
9494-BDNNC,3,"Medium risk"
1640-PLFMP,4,"High risk"
5366-OBVMR,1,"Low risk"
9817-APLHW,3,"Medium risk"
8380-MQINP,1,"Low risk"
0840-DFEZH,4,"High risk"
8690-ZVLCL,1,"Low risk"
4616-EWBNJ,1,"Low risk"
6923-AQONU,1,"Low risk"
5447-VYTKW,1,"Low risk"
3623-FQBOX,2,"Medium risk"
3474-BAFSJ,0,"Low risk"
1855-AGAWH,3,"Medium risk"
1370-GGAWX,3,"Medium risk"
5307-UVGNB,2,"Medium risk"
3642-BYHDO,1,"Low risk"
9629-NHXFW,3,"Medium risk"
5766-FTRTS,1,"Low risk"
8879-ZKJOF,0,"Low risk"
8498-XXGWA,2,"Medium risk"
7234-KMNRQ,3,"Medium risk"
4683-WYDOU,2,"Medium risk"
1642-HMARX,1,"Low risk"
4299-OPXEJ,1,"Low risk"
4854-SSLTN,1,"Low risk"
5294-DMSFH,4,"High risk"
4837-PZTIC,0,"Low risk"
0603-OLQDC,3,"Medium risk"
8663-UPDGF,2,"Medium risk"
9919-KNPOO,4,"High risk"
7872-BAAZR,1,"Low risk"
8174-TBVCF,1,"Low risk"
1698-XFZCI,3,"Medium risk"
1877-HKBQX,1,"Low risk"
4450-DLLMH,4,"High risk"
0428-AXXLJ,1,"Low risk"
2746-DIJLO,1,"Low risk"
3508-VLHCZ,1,"Low risk"
0468-YRPXN,3,"Medium risk"
7047-FWEYA,2,"Medium risk"
2000-MPKCA,3,"Medium risk"
9762-YAQAA,3,"Medium risk"
5473-KHBPS,3,"Medium risk"
8950-MTZNV,3,"Medium risk"
8566-YPRGL,3,"Medium risk"
6609-MXJHJ,1,"Low risk"
8400-WZICQ,2,"Medium risk"
0410-IPFTY,4,"High risk"
2831-EBWRN,3,"Medium risk"
1293-HHSHJ,1,"Low risk"
8610-ZIKJJ,2,"Medium risk"
7801-KICAO,3,"Medium risk"
6060-QBMGV,1,"Low risk"
7339-POGZN,3,"Medium risk"
2828-SLQPF,2,"Medium risk"
4682-BLBUC,0,"Low risk"
5201-FRKKS,3,"Medium risk"
5443-SCMKX,3,"Medium risk"
6738-ISCBM,1,"Low risk"
9821-BESNZ,2,"Medium risk"
3678-MNGZX,1,"Low risk"
2916-BQZLN,4,"High risk"
4558-CGYCZ,3,"Medium risk"
8710-YGLWG,3,"Medium risk"
3199-XGZCY,4,"High risk"
5206-HPJKM,2,"Medium risk"
6036-TTFYU,2,"Medium risk"
2550-AEVRU,1,"Low risk"
2254-DLXRI,4,"High risk"
5062-CJJKH,1,"Low risk"
1530-ZTDOZ,2,"Medium risk"
1301-LOPVR,0,"Low risk"
6212-ATMLK,4,"High risk"
8200-LGKSR,1,"Low risk"
6999-CHVCF,3,"Medium risk"
6134-KWTBV,1,"Low risk"
0895-LNKRC,2,"Medium risk"
4452-QIIEB,3,"Medium risk"
2227-JRSJX,3,"Medium risk"
9847-HNVGP,1,"Low risk"
8980-WQFWL,2,"Medium risk"
4634-JLRJT,3,"Medium risk"
9501-UKKNL,1,"Low risk"
2560-QTSBS,1,"Low risk"
6080-TCMYC,4,"High risk"
7860-UXCRM,0,"Low risk"
6357-JJPQT,5,"High risk"
2292-XQWSV,0,"Low risk"
9552-TGUZV,4,"High risk"
8734-FNWVH,2,"Medium risk"
9447-YPTBX,1,"Low risk"
3038-PQIUY,2,"Medium risk"
9313-CDOGY,2,"Medium risk"
8148-BPLZQ,2,"Medium risk"
2623-DRYAM,3,"Medium risk"
4488-KQFDT,3,"Medium risk"
0491-KAPQG,3,"Medium risk"
6479-VDGRK,1,"Low risk"
0396-UKGAI,1,"Low risk"
3243-ZHOHY,1,"Low risk"
5186-EJEGL,2,"Medium risk"
7527-QNRUS,1,"Low risk"
2203-GHNWN,3,"Medium risk"
5296-PSYVW,1,"Low risk"
8219-VYBVI,1,"Low risk"
9738-QLWTP,2,"Medium risk"
9419-IPPBE,3,"Medium risk"
0174-QRVVY,1,"Low risk"
8751-EDEKA,4,"High risk"
6878-GGDWG,2,"Medium risk"
3604-WLABM,2,"Medium risk"
1142-IHLOO,3,"Medium risk"
4633-MKHYU,5,"High risk"
1545-JFUML,3,"Medium risk"
6656-JWRQX,2,"Medium risk"
7688-AWMDX,0,"Low risk"
2842-BCQGE,3,"Medium risk"
7244-QWYHG,0,"Low risk"
5312-UXESG,4,"High risk"
7032-LMBHI,1,"Low risk"
6088-BXMRG,4,"High risk"
7346-MEDWM,4,"High risk"
1137-DGOWI,0,"Low risk"
4993-JCRGJ,3,"Medium risk"
9537-JALFH,1,"Low risk"
6698-OXETB,2,"Medium risk"
2103-ZRXFN,3,"Medium risk"
8328-SKJNO,0,"Low risk"
7010-ZMVBF,2,"Medium risk"
5201-CBWYG,1,"Low risk"
3082-YVEKW,0,"Low risk"
3489-HHPFY,5,"High risk"
2926-JEJJC,2,"Medium risk"
4950-BDEUX,2,"Medium risk"
5789-LDFXO,1,"Low risk"
2984-TBYKU,2,"Medium risk"
0412-UCCNP,0,"Low risk"
7096-UCLNH,3,"Medium risk"
8885-QSQBX,3,"Medium risk"
8617-ENBDS,4,"High risk"
9385-NXKDA,2,"Medium risk"
6674-KVJHG,2,"Medium risk"
3537-HPKQT,3,"Medium risk"
5821-MMEIL,1,"Low risk"
6968-URWQU,1,"Low risk"
9631-XEYKE,3,"Medium risk"
1335-MXCSE,0,"Low risk"
8800-JOOCF,5,"High risk"
1469-LBJQJ,4,"High risk"
0310-VQXAM,3,"Medium risk"
3453-RTHJQ,4,"High risk"
6278-FEPBZ,3,"Medium risk"
4280-DLSHD,3,"Medium risk"
1508-DFXCU,5,"High risk"
2800-QQUSO,3,"Medium risk"
7973-DZRKH,2,"Medium risk"
7785-RDVIG,3,"Medium risk"
2903-YYTBW,3,"Medium risk"
3620-MWJNE,2,"Medium risk"
8573-JGCZW,1,"Low risk"
6701-YVNQG,1,"Low risk"
9504-YAZWB,1,"Low risk"
8819-ZBYNA,2,"Medium risk"
6174-NRBTZ,1,"Low risk"
6137-NICCO,5,"High risk"
9065-ZCPQX,0,"Low risk"
6402-EJMWF,3,"Medium risk"
8747-UDCOI,1,"Low risk"
4626-OZDTJ,0,"Low risk"
6872-HXFNF,0,"Low risk"
1194-HVAIF,4,"High risk"
8439-LTUGF,3,"Medium risk"
6418-HNFED,1,"Low risk"
7291-CDTMJ,3,"Medium risk"
7128-GGCNO,3,"Medium risk"
0479-HMSWA,2,"Medium risk"
3129-AAQOU,1,"Low risk"
1357-BIJKI,3,"Medium risk"
1099-BTKWT,1,"Low risk"
7340-KEFQE,0,"Low risk"
4570-QHXHL,3,"Medium risk"
8104-OSKWT,4,"High risk"
4521-YEEHE,3,"Medium risk"
4090-KPJIP,4,"High risk"
2592-HODOV,1,"Low risk"
7995-ZHHNZ,1,"Low risk"
5989-AXPUC,2,"Medium risk"
8590-OHDIW,1,"Low risk"
8015-IHCGW,2,"Medium risk"
2332-TODQS,1,"Low risk"
8008-OTEZX,1,"Low risk"
5206-XZZQI,3,"Medium risk"
4803-LBYPN,2,"Medium risk"
2139-FQHLM,3,"Medium risk"
1093-YSWCA,2,"Medium risk"
8749-TZYEC,1,"Low risk"
1755-FZQEC,1,"Low risk"
3115-JPJDD,3,"Medium risk"
5600-KTXFM,4,"High risk"
6339-TBELP,2,"Medium risk"
7964-YESJC,2,"Medium risk"
7950-XWOVN,3,"Medium risk"
9702-AIUJO,1,"Low risk"
8851-RAGOV,1,"Low risk"
1729-VLAZJ,1,"Low risk"
0701-TJSEF,2,"Medium risk"
5712-VBOXD,3,"Medium risk"
1559-DTODC,2,"Medium risk"
4797-MIWUM,3,"Medium risk"
4537-CIBHB,2,"Medium risk"
4355-CVPVS,3,"Medium risk"
5915-ANOEI,0,"Low risk"
6704-UTUKK,2,"Medium risk"
8788-DOXSU,1,"Low risk"
7421-ZLUPA,3,"Medium risk"
3274-NSDWE,1,"Low risk"
2632-IVXVF,2,"Medium risk"
8915-NNTRC,2,"Medium risk"
5914-GXMDA,1,"Low risk"
2920-RNCEZ,4,"High risk"
7008-LZVOZ,1,"Low risk"
9365-CSLBQ,1,"Low risk"
6194-HBGQN,1,"Low risk"
7634-WSWDB,3,"Medium risk"
2987-BJXIK,2,"Medium risk"
9769-TSBZE,0,"Low risk"
6023-GSSXW,1,"Low risk"
7446-KQISO,2,"Medium risk"
0582-AVCLN,1,"Low risk"
5803-NQJZO,0,"Low risk"
2607-DHDAK,1,"Low risk"
1073-XXCZD,1,"Low risk"
0743-HRVFF,0,"Low risk"
4006-HKYHO,1,"Low risk"
8143-ETQTI,1,"Low risk"
9667-TKTVZ,2,"Medium risk"
7754-IXRMC,3,"Medium risk"
9473-CBZOP,1,"Low risk"
5863-OOKCL,3,"Medium risk"
1686-STUHN,1,"Low risk"
5574-NXZIU,2,"Medium risk"
0019-GFNTW,0,"Low risk"
4256-ZWTZI,2,"Medium risk"
8309-PPCED,2,"Medium risk"
5196-WPYOW,0,"Low risk"
4054-CUMIA,2,"Medium risk"
8161-QYMTT,5,"High risk"
9581-GVBXT,1,"Low risk"
0440-QEXBZ,2,"Medium risk"
1629-DQQVB,2,"Medium risk"
3160-TYXLT,2,"Medium risk"
1325-USMEC,3,"Medium risk"
2235-EZAIK,0,"Low risk"
3847-BAERP,3,"Medium risk"
1453-RZFON,3,"Medium risk"
0670-KDOMA,3,"Medium risk"
0641-EVBOJ,4,"High risk"
9974-JFBHQ,3,"Medium risk"
0608-JDVEC,1,"Low risk"
9780-FKVVF,3,"Medium risk"
1919-RTPQD,3,"Medium risk"
3345-PBBFH,3,"Medium risk"
5055-BRMNE,2,"Medium risk"
2190-PHBHR,3,"Medium risk"
2650-GYRYL,1,"Low risk"
5208-FVQKB,0,"Low risk"
7184-LRUUR,1,"Low risk"
6627-CFOSN,4,"High risk"
6211-WWLTF,3,"Medium risk"
9138-EFSMO,2,"Medium risk"
2716-GFZOR,4,"High risk"
3192-LNKRK,4,"High risk"
3005-TYFRD,4,"High risk"
3079-BCHLN,1,"Low risk"
2969-VAPYH,0,"Low risk"
7181-OQCUT,4,"High risk"
8474-UMLNT,1,"Low risk"
5214-CHIWJ,1,"Low risk"
2465-BLLEU,3,"Medium risk"
8874-EJNSR,1,"Low risk"
5049-MUBWG,0,"Low risk"
0769-MURVM,0,"Low risk"
7030-FZTFM,2,"Medium risk"
5120-ZBLAI,1,"Low risk"
1194-BHJYC,0,"Low risk"
7858-GTZSP,5,"High risk"
6248-BSHKG,1,"Low risk"
3470-BTGQO,2,"Medium risk"
1209-VFFOC,0,"Low risk"
6917-IAYHD,2,"Medium risk"
7572-KPVKK,2,"Medium risk"
2642-MAWLJ,1,"Low risk"
1207-BLKSA,1,"Low risk"
4291-YZODP,2,"Medium risk"
0017-IUDMW,2,"Medium risk"
9955-QOPOY,0,"Low risk"
4385-ZKVNW,1,"Low risk"
2990-IAJSV,1,"Low risk"
9027-YFHQJ,3,"Medium risk"
6480-YAGIY,2,"Medium risk"
4029-HPFVY,4,"High risk"
7602-DBTOU,1,"Low risk"
5457-COLHT,1,"Low risk"
0307-BCOPK,1,"Low risk"
6124-ACRHJ,3,"Medium risk"
9362-MWODR,1,"Low risk"
9975-GPKZU,1,"Low risk"
5161-UBZXI,2,"Medium risk"
1020-JPQOW,3,"Medium risk"
7919-ZODZZ,2,"Medium risk"
6867-ACCZI,0,"Low risk"
5939-XAIXZ,2,"Medium risk"
9732-EQMWY,4,"High risk"
5269-NRGDP,0,"Low risk"
2121-JAFOM,2,"Medium risk"
5198-HQAEN,2,"Medium risk"
2819-GWENI,1,"Low risk"
3572-UUHRS,1,"Low risk"
5955-EPOAZ,3,"Medium risk"
6821-JPCDC,3,"Medium risk"
8815-LMFLX,2,"Medium risk"
8582-KRHPJ,2,"Medium risk"
5811-IWXYM,3,"Medium risk"
1506-YJTYT,0,"Low risk"
4123-DVHPH,5,"High risk"
2228-BZDEE,1,"Low risk"
7596-LDUXP,4,"High risk"
2192-OZITF,0,"Low risk"
5651-CPDND,3,"Medium risk"
7729-XBTWX,1,"Low risk"
9134-WYRVP,3,"Medium risk"
3284-SVCRO,1,"Low risk"
9732-OUYRN,1,"Low risk"
2931-SVLTV,3,"Medium risk"
7504-UWHNB,3,"Medium risk"
2582-FFFZR,2,"Medium risk"
8908-NMQTX,0,"Low risk"
1431-AIDJQ,1,"Low risk"
6288-LBEAR,2,"Medium risk"
5808-TOTXO,2,"Medium risk"
5324-KTGCG,1,"Low risk"
7394-LWLYN,4,"High risk"
6873-UDNLD,2,"Medium risk"
2700-LUEVA,3,"Medium risk"
0958-YHXGP,4,"High risk"
5743-KHMNA,1,"Low risk"
4194-FJARJ,0,"Low risk"
6992-TKNYO,0,"Low risk"
1518-OMDIK,2,"Medium risk"
6671-NGWON,3,"Medium risk"
0096-BXERS,3,"Medium risk"
3806-YAZOV,3,"Medium risk"
6741-QRLUP,1,"Low risk"
8200-KLNYW,1,"Low risk"
3372-CDXFJ,1,"Low risk"
2718-YSKCS,1,"Low risk"
9896-UYMIE,2,"Medium risk"
8212-CRQXP,3,"Medium risk"
6980-CDGFC,1,"Low risk"
7691-XVTZH,3,"Medium risk"
5868-YTYKS,3,"Medium risk"
3525-DVKFN,1,"Low risk"
0377-JBKKT,1,"Low risk"
5778-BVOFB,2,"Medium risk"
7663-YJHSN,2,"Medium risk"
4915-BFSXL,1,"Low risk"
3086-RUCRN,3,"Medium risk"
5215-LNLDJ,3,"Medium risk"
0257-KXZGU,2,"Medium risk"
1307-ATKGB,4,"High risk"
3714-XPXBW,1,"Low risk"
1850-AKQEP,3,"Medium risk"
5372-FBKBN,2,"Medium risk"
0420-TXVSG,1,"Low risk"
6217-TOWGS,2,"Medium risk"
6874-SGLHU,3,"Medium risk"
5951-AOFIH,2,"Medium risk"
8652-YHIYU,1,"Low risk"
3486-HOOGQ,0,"Low risk"
5061-PBXFW,1,"Low risk"
8630-FJLIB,3,"Medium risk"
3891-NLXJB,0,"Low risk"
0577-WHMEV,4,"High risk"
3716-LRGXK,3,"Medium risk"
2001-EWBQU,3,"Medium risk"
6695-AMZUF,1,"Low risk"
1619-YWUBB,1,"Low risk"
7611-YKYTC,3,"Medium risk"
0365-GXEZS,2,"Medium risk"
0082-OQIQY,3,"Medium risk"
6893-ODYYE,2,"Medium risk"
1139-WUOAH,0,"Low risk"
4693-VWVBO,3,"Medium risk"
0988-JRWWP,3,"Medium risk"
5075-JSDKI,1,"Low risk"
8644-XYTSV,2,"Medium risk"
4116-IQRFR,2,"Medium risk"
8259-DZLIZ,1,"Low risk"
3120-FAZKD,1,"Low risk"
0225-ZORZP,5,"High risk"
2830-LEWOA,2,"Medium risk"
7797-EJMDP,2,"Medium risk"
6368-NWMCE,1,"Low risk"
9274-UARKJ,4,"High risk"
4077-HWUYD,1,"Low risk"
7305-ZWMAJ,1,"Low risk"
4860-IJUDE,3,"Medium risk"
9688-YGXVR,4,"High risk"
1945-XISKS,1,"Low risk"
5360-LJCNJ,3,"Medium risk"
2607-FBDFF,2,"Medium risk"
1100-DDVRV,2,"Medium risk"
6728-WYQBC,3,"Medium risk"
6145-NNPNO,3,"Medium risk"
5339-TJFEK,4,"High risk"
2074-GUHPQ,3,"Medium risk"
4625-XMOYM,1,"Low risk"
5827-MWCZK,3,"Medium risk"
1385-TQOZW,3,"Medium risk"
5914-XRFQB,2,"Medium risk"
5944-UGLLK,0,"Low risk"
2252-ISRNH,4,"High risk"
9415-TPKRV,3,"Medium risk"
5322-TEUJK,2,"Medium risk"
2697-NQBPF,3,"Medium risk"
0599-XNYDO,3,"Medium risk"
3181-MIZBN,2,"Medium risk"
9084-OAYKL,1,"Low risk"
5201-USSQZ,3,"Medium risk"
2105-PHWON,3,"Medium risk"
1494-EJZDW,2,"Medium risk"
8003-EWNDZ,3,"Medium risk"
9256-JTBNZ,3,"Medium risk"
2211-RMNHO,1,"Low risk"
1834-ABKHQ,1,"Low risk"
1741-WTPON,2,"Medium risk"
1240-HCBOH,1,"Low risk"
3594-KADLU,2,"Medium risk"
2853-CWQFQ,2,"Medium risk"
0813-TAXXS,1,"Low risk"
2519-TWKFS,0,"Low risk"
0626-QXNGV,1,"Low risk"
6723-CEGQI,0,"Low risk"
9499-XPZXM,0,"Low risk"
4338-EYCER,2,"Medium risk"
8513-OLYGY,2,"Medium risk"
0311-QYWSS,3,"Medium risk"
3680-CTHUH,2,"Medium risk"
1202-KKGFU,2,"Medium risk"
6112-KTHFQ,2,"Medium risk"
1852-XEMDW,2,"Medium risk"
1820-DJFPH,1,"Low risk"
1230-QAJDW,2,"Medium risk"
9717-QEBGU,4,"High risk"
5172-RKOCB,2,"Medium risk"
3178-CIFOT,1,"Low risk"
4530-NDRKU,1,"Low risk"
9800-ONTFE,3,"Medium risk"
6743-HHQPF,2,"Medium risk"
6616-AALSR,3,"Medium risk"
4018-KJYUY,2,"Medium risk"
3884-UEBXB,1,"Low risk"
8701-DGLVH,1,"Low risk"
3011-WQKSZ,2,"Medium risk"
8218-FFJDS,1,"Low risk"
0345-XMMUG,2,"Medium risk"
7036-ZZKBD,1,"Low risk"
0265-PSUAE,4,"High risk"
0463-TXOAK,1,"Low risk"
9128-CPXKI,3,"Medium risk"
5855-EIBDE,2,"Medium risk"
1928-BXYIV,3,"Medium risk"
5871-DGTXZ,1,"Low risk"
0016-QLJIS,1,"Low risk"
3556-BVQGL,1,"Low risk"
7581-EBBOU,0,"Low risk"
2192-CKRLV,1,"Low risk"
3154-HMWUU,1,"Low risk"
6522-OIQSX,1,"Low risk"
8748-HFWBO,1,"Low risk"
1319-YLZJG,5,"High risk"
3088-LHEFH,4,"High risk"
6116-RFVHN,4,"High risk"
3125-RAHBV,1,"Low risk"
0373-AIVNJ,2,"Medium risk"
1682-VCOIO,1,"Low risk"
2072-ZVJJX,1,"Low risk"
3646-ITDGM,1,"Low risk"
3569-VLDHH,0,"Low risk"
4001-TSBTV,4,"High risk"
2878-DHMIN,1,"Low risk"
7762-ONLJY,2,"Medium risk"
7402-PWYJJ,2,"Medium risk"
7501-VTYLJ,3,"Medium risk"
7608-RGIRO,1,"Low risk"
0480-BIXDE,4,"High risk"
5895-QSXOD,4,"High risk"
6175-IRFIT,4,"High risk"
1622-HSHSF,3,"Medium risk"
9102-OXKFY,1,"Low risk"
2284-VFLKH,2,"Medium risk"
0988-AADSA,1,"Low risk"
5734-EJKXG,2,"Medium risk"
2207-RYYRL,1,"Low risk"
6729-FZWSY,1,"Low risk"
8144-DGHXP,1,"Low risk"
7814-LEEVE,3,"Medium risk"
6654-QGBZZ,3,"Medium risk"
9200-NLNPD,0,"Low risk"
2664-XJZNO,2,"Medium risk"
0921-OHLVP,4,"High risk"
8350-NYMVI,1,"Low risk"
1600-DILPE,3,"Medium risk"
4654-GGUII,0,"Low risk"
0584-BJQGZ,1,"Low risk"
0902-XKXPN,1,"Low risk"
5177-RVZNU,1,"Low risk"
0868-VJRDR,2,"Medium risk"
6344-SFJVH,2,"Medium risk"
3950-VPYJB,0,"Low risk"
9475-NNDGC,2,"Medium risk"
1355-KUSBG,3,"Medium risk"
3688-FTHLT,2,"Medium risk"
5825-XJOCM,1,"Low risk"
1215-EXRMO,1,"Low risk"
2305-MRGLV,2,"Medium risk"
8404-VIOMB,0,"Low risk"
2359-KLTEK,4,"High risk"
2673-ZALNP,2,"Medium risk"
9746-MDMBK,2,"Medium risk"
8404-GFGCZ,3,"Medium risk"
3521-MNKLV,2,"Medium risk"
2533-TIBIX,2,"Medium risk"
5092-STPKP,1,"Low risk"
0114-PEGZZ,4,"High risk"
3359-DSRKA,1,"Low risk"
7161-DFHUF,1,"Low risk"
3720-DBRWL,1,"Low risk"
2436-QBZFP,2,"Medium risk"
6040-CGACY,2,"Medium risk"
6582-PLFUU,1,"Low risk"
0089-IIQKO,3,"Medium risk"
8180-AKMJV,3,"Medium risk"
2272-WUSPA,3,"Medium risk"
4973-MGTON,1,"Low risk"
3682-YEUWS,3,"Medium risk"
1627-AFWVJ,1,"Low risk"
4486-EFAEB,2,"Medium risk"
0060-FUALY,4,"High risk"
3097-IDVPU,2,"Medium risk"
9795-VOWON,2,"Medium risk"
1987-AUELQ,1,"Low risk"
5236-XMZJY,2,"Medium risk"
4827-DPADN,1,"Low risk"
2694-CIUMO,3,"Medium risk"
1439-LCGVL,1,"Low risk"
0909-SDHNU,3,"Medium risk"
5360-XGYAZ,0,"Low risk"
3557-HTYWR,0,"Low risk"
1699-TLDLZ,1,"Low risk"
5600-PDUJF,2,"Medium risk"
0567-XRHCU,1,"Low risk"
9367-TCUYN,3,"Medium risk"
0708-SJDIS,1,"Low risk"
2073-QBVBI,0,"Low risk"
6928-ONTRW,1,"Low risk"
6617-WLBQC,3,"Medium risk"
5429-LWCMV,5,"High risk"
7298-IZWLY,3,"Medium risk"
3955-JBZZM,3,"Medium risk"
4815-TUMEQ,2,"Medium risk"
9909-IDLEK,3,"Medium risk"
4092-OFQZS,1,"Low risk"
1561-BWHIN,1,"Low risk"
9927-DSWDF,3,"Medium risk"
9500-LTVBP,3,"Medium risk"
8149-AIQCG,3,"Medium risk"
6094-ZIVKX,1,"Low risk"
3262-EIDHV,1,"Low risk"
7354-OIJLX,4,"High risk"
1376-HHBDV,2,"Medium risk"
5018-LXQQG,1,"Low risk"
2821-WARNZ,1,"Low risk"
4879-GZLFH,4,"High risk"
8314-HTWVE,2,"Medium risk"
2507-QZPQS,3,"Medium risk"
5707-ZMDJP,0,"Low risk"
8779-YIQQA,1,"Low risk"
7136-IHZJA,1,"Low risk"
8739-QOTTN,3,"Medium risk"
1399-OUPJN,1,"Low risk"
0277-BKSQP,3,"Medium risk"
5774-XZTQC,3,"Medium risk"
2676-SSLTO,0,"Low risk"
6266-QHOJZ,2,"Medium risk"
7269-JISCY,1,"Low risk"
0363-SVHYR,1,"Low risk"
6591-QGOYB,3,"Medium risk"
6421-SZVEM,3,"Medium risk"
8878-RYUKI,2,"Medium risk"
7811-JIVPF,2,"Medium risk"
8541-QVFKM,4,"High risk"
9258-CNWAC,2,"Medium risk"
6374-AFWOX,0,"Low risk"
7621-VPNET,3,"Medium risk"
6034-YMTOB,3,"Medium risk"
4353-HYOJD,2,"Medium risk"
7267-FRMJW,1,"Low risk"
4188-FRABG,3,"Medium risk"
3850-OKINF,1,"Low risk"
1156-ZFYDO,3,"Medium risk"
6408-OTUBZ,2,"Medium risk"
3727-OVPRY,1,"Low risk"
3797-FKOGQ,5,"High risk"
7622-NXQZR,1,"Low risk"
6196-HBOBZ,3,"Medium risk"
7017-VFULY,3,"Medium risk"
5562-YJQGT,3,"Medium risk"
8807-OPMBM,1,"Low risk"
5928-QLDHB,4,"High risk"
0696-UKTOX,1,"Low risk"
6135-OZQVA,3,"Medium risk"
7105-BENQF,1,"Low risk"
9507-HSMMZ,1,"Low risk"
0128-MKWSG,1,"Low risk"
5727-MYATE,1,"Low risk"
3823-KYNQY,2,"Medium risk"
5982-PSMKW,1,"Low risk"
3507-GASNP,1,"Low risk"
1676-MQAOA,0,"Low risk"
7566-DSRLQ,2,"Medium risk"
7245-JMTTQ,2,"Medium risk"
6050-IJRHS,3,"Medium risk"
8591-TKMZH,2,"Medium risk"
7349-ALMUX,0,"Low risk"
6502-KUGLL,1,"Low risk"
3511-BFTJW,1,"Low risk"
5018-HEKFO,3,"Medium risk"
3976-NLDEZ,3,"Medium risk"
1241-EZFMJ,1,"Low risk"
5376-PCKNB,3,"Medium risk"
4060-LDNLU,5,"High risk"
3858-XHYJO,3,"Medium risk"
7753-USQYQ,0,"Low risk"
5115-GZDEL,0,"Low risk"
4393-GEADV,2,"Medium risk"
2495-KZNFB,4,"High risk"
2885-HIJDH,1,"Low risk"
6507-DTJZV,2,"Medium risk"
2725-IWWBA,0,"Low risk"
6574-MCOEH,0,"Low risk"
3642-GKTCT,2,"Medium risk"
0756-MPZRL,0,"Low risk"
2242-MFOTG,3,"Medium risk"
2927-CVULT,2,"Medium risk"
8745-PVESG,0,"Low risk"
7647-GYYKX,1,"Low risk"
9839-ETQOE,2,"Medium risk"
9027-TMATR,0,"Low risk"
1941-HOSAM,5,"High risk"
9110-HSGTV,1,"Low risk"
6171-ZTVYB,1,"Low risk"
1935-IMVBB,4,"High risk"
2535-PBCGC,0,"Low risk"
1470-PSXNM,3,"Medium risk"
7718-UPSKJ,2,"Medium risk"
8731-WBBMB,2,"Medium risk"
1448-CYWKC,3,"Medium risk"
1270-XKUCC,1,"Low risk"
5583-EJXRD,0,"Low risk"
3370-GQEAL,4,"High risk"
5032-USPKF,2,"Medium risk"
6559-PDZLR,3,"Medium risk"
1460-UZPRJ,1,"Low risk"
6082-GLJIX,2,"Medium risk"
2495-TTHBQ,2,"Medium risk"
3810-PJUHR,1,"Low risk"
9227-YBAXE,1,"Low risk"
9860-LISIZ,2,"Medium risk"
0112-QAWRZ,4,"High risk"
9229-RQABD,1,"Low risk"
8313-KTIHG,2,"Medium risk"
5320-BRKGK,0,"Low risk"
6284-KMNUF,3,"Medium risk"
3137-LUPIX,2,"Medium risk"
9701-CDXHR,3,"Medium risk"
5118-MUEYH,3,"Medium risk"
5627-TVBPP,1,"Low risk"
5124-EOGYE,1,"Low risk"
0292-WEGCH,2,"Medium risk"
4097-YODCF,3,"Medium risk"
4049-ZPALD,3,"Medium risk"
1310-QRITU,2,"Medium risk"
8961-QDZZJ,3,"Medium risk"
7929-SKFGK,2,"Medium risk"
2300-RQGOI,1,"Low risk"
3563-SVYLG,0,"Low risk"
4998-IKFSE,4,"High risk"
9488-FVZCC,0,"Low risk"
5995-WWKKG,1,"Low risk"
7879-CGSFV,3,"Medium risk"
7109-MFBYV,2,"Medium risk"
0580-PIQHM,3,"Medium risk"
1696-HXOWK,3,"Medium risk"
3026-ATZYV,1,"Low risk"
2657-VPXTA,5,"High risk"
9289-LBQVU,0,"Low risk"
3458-IDMFK,1,"Low risk"
4277-UDIEF,2,"Medium risk"
4912-PIGUY,5,"High risk"
3374-TTZTK,2,"Medium risk"
8990-ZXLSU,4,"High risk"
2275-RBYQS,3,"Medium risk"
4419-UJMUS,2,"Medium risk"
7794-JASDG,3,"Medium risk"
3703-TTEPD,2,"Medium risk"
2799-TSLAG,1,"Low risk"
2208-NKVVH,1,"Low risk"
6693-FRIRW,4,"High risk"
6586-MYGKD,0,"Low risk"
3173-NVMPX,3,"Medium risk"
2892-GESUL,1,"Low risk"
5044-LRQAQ,4,"High risk"
6546-OPBBH,1,"Low risk"
9644-KVCNC,3,"Medium risk"
8174-LNWMW,1,"Low risk"
7880-XSOJX,2,"Medium risk"
4589-IUAJB,1,"Low risk"
8457-XIGKN,2,"Medium risk"
8838-GPHZP,1,"Low risk"
6918-UMQCG,5,"High risk"
0675-NCDYU,2,"Medium risk"
6339-DKLMK,2,"Medium risk"
1346-PJWTK,3,"Medium risk"
5088-QZLRL,3,"Medium risk"
4397-FRLTA,3,"Medium risk"
3057-VJJQE,1,"Low risk"
2270-CHBFN,3,"Medium risk"
5546-BYZSM,2,"Medium risk"
1492-KGETH,0,"Low risk"
7601-DHFWZ,1,"Low risk"
1998-VHJHK,1,"Low risk"
0487-VVUVK,2,"Medium risk"
5063-IUOKK,1,"Low risk"
4508-OEBEY,0,"Low risk"
0027-KWYKW,4,"High risk"
2308-STERM,3,"Medium risk"
2877-VDUER,0,"Low risk"
